open,high,low,close,volume,spread,real_volume,ema_9,sma_20,sma_200,rsi,sma_20_bb,std_20_bb,upper_band,lower_band,band_width,dist_sma_20,dist_sma_200,true_range,atr,atr_norm
7224.091,7234.159,7215.365,7216.037,48338,1,174634,0.0032812308706957616,0.005185491704102985,0.03718430829538755,32.72076947514863,7253.4557,37.58501121612138,7328.6257224322435,7178.285677567757,0.020726678576734964,-0.005185491704102982,0.0,18.79399999999987,30.29985714285723,0.004198960889870331
7216.037,7224.762,7209.996,7216.037,36554,1,125674,0.002624984696556698,0.005045976066918811,0.03718430829538755,24.3803484577968,7252.448950000001,38.33453177856426,7329.118013557129,7175.779886442872,0.021142944703424222,-0.0050459760669188105,0.0,14.765999999999622,28.669785714285744,0.003973065231551022
7216.708,7220.064,7209.996,7214.694,7988,1,34993,0.002249296970298298,0.005167939208509553,0.03718430829538755,25.652303466859735,7251.9791,38.755670517394,7329.490441034787,7174.467758965212,0.02137660353565763,-0.005167939208509625,0.0,10.068000000000211,27.567142857142894,0.003820971874502632
7238.186,7246.912,7185.833,7206.64,187760,1,554921,0.002695512955366741,0.006281984392171758,0.03718430829538755,11.594380227151433,7251.912000000001,38.836931067439025,7329.585862134879,7174.2381378651235,0.02142162291403362,-0.006281984392171781,0.0,61.07900000000063,29.916357142857187,0.004151221254684178
7207.311,7209.996,7177.778,7189.86,139710,1,425982,0.004028516993061393,0.008709835796524512,0.03718430829538755,11.594380227151362,7252.4825,37.77015874094205,7328.022817481884,7176.942182518116,0.020831575252166112,-0.008709835796524606,0.0,32.21799999999985,30.68350000000003,0.004267607436027966
7189.86,7198.585,7133.479,7144.218,162469,1,577671,0.008354333329440244,0.014487099917723567,0.03718430829538755,8.759223311528842,7247.717,44.84141414033913,7337.399828280678,7158.034171719321,0.024747883583389977,-0.014487099917723647,0.0,65.10599999999977,33.65592857142857,0.004710932473145216
7144.218,7173.751,7140.191,7171.738,103452,1,398033,0.0035879925954001024,0.009845514434576152,0.03718430829538755,16.943850479132067,7242.347449999999,47.24724964033806,7336.841949280675,7147.852950719323,0.02609499197133269,-0.009845514434576251,0.0,33.5600000000004,34.95042857142861,0.004873355464383753
7171.066,7181.805,7138.178,7148.917,103138,1,345305,0.005433342459021384,0.012017631481803459,0.03718430829538755,18.085471711072046,7234.83005,49.615980451416334,7334.062010902832,7135.598089097167,0.02743173238819417,-0.012017631481803355,0.0,43.62700000000041,34.56678571428581,0.0048352478724100175
7149.588,7156.3,7138.849,7140.862,55028,1,187298,0.005253989142724791,0.012115869204586405,0.03718430829538755,19.391934378310367,7227.379750000002,52.044436421272984,7331.468622842548,7123.290877157456,0.028804041421110083,-0.012115869204586476,0.0,17.451000000000022,31.929928571428654,0.00447143896233097
7140.862,7149.588,7121.398,7146.903,86676,1,288648,0.0035234295378232527,0.010095827521375389,0.03718430829538755,23.25620340588209,7219.0569000000005,50.86739786408537,7320.791695728171,7117.32210427183,0.028185065483601012,-0.010095827521375377,0.0,28.1899999999996,31.594285714285757,0.004420696029355058
