<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<TICKVOL>;<VOL>;<SPREAD>
2023.01.20;14:10:00;6144.343;6153.167;6143.755;6148.461;8444;26872;1
2023.01.20;14:15:00;6149.050;6154.344;6145.520;6151.403;7469;22477;1
2023.01.20;14:20:00;6151.991;6152.579;6138.461;6141.402;10647;39255;1
2023.01.20;14:25:00;6141.402;6146.108;6140.226;6142.579;3696;12098;1
2023.01.20;14:30:00;6142.579;6143.167;6140.814;6141.402;3248;11166;1
2023.01.20;14:35:00;6140.814;6141.402;6135.520;6135.520;4808;15695;1
2023.01.20;14:40:00;6136.108;6139.637;6131.990;6135.520;8039;32807;1
2023.01.20;14:45:00;6135.520;6136.696;6129.049;6129.637;5083;18432;1
2023.01.20;14:50:00;6129.637;6129.637;6111.989;6116.107;13820;41655;1
2023.01.20;14:55:00;6115.519;6117.872;6110.813;6117.872;7735;24457;1
2023.01.20;15:00:00;6117.872;6123.166;6108.460;6123.166;11895;36948;1
2023.01.20;15:05:00;6122.578;6126.696;6116.695;6120.813;8860;27131;1
2023.01.20;15:10:00;6121.401;6126.696;6120.813;6123.755;5840;18355;1
2023.01.20;15:15:00;6123.166;6126.696;6120.813;6126.108;4399;15458;1
2023.01.20;15:20:00;6126.696;6131.990;6125.519;6129.049;7832;26876;1
2023.01.20;15:25:00;6128.461;6129.637;6120.225;6123.166;7679;25039;1
2023.01.20;15:30:00;6123.166;6123.755;6117.284;6119.048;6108;18747;1
2023.01.20;15:35:00;6118.460;6126.108;6118.460;6124.931;6501;21392;1
2023.01.20;15:40:00;6124.931;6134.343;6124.343;6131.990;7864;24170;1
2023.01.20;15:45:00;6132.578;6133.167;6127.872;6131.990;6080;21000;1
2023.01.20;15:50:00;6131.990;6133.167;6123.755;6124.343;5599;17326;1
2023.01.20;15:55:00;6123.755;6129.049;6120.225;6121.990;7977;27791;1
2023.01.20;16:00:00;6121.401;6127.872;6120.225;6127.872;5846;20647;1
2023.01.20;16:05:00;6127.872;6130.225;6121.990;6124.343;6309;20304;1
2023.01.20;16:10:00;6124.343;6131.402;6121.401;6130.814;4485;14389;1
2023.01.20;16:15:00;6131.402;6139.637;6130.814;6136.696;8657;29670;1
2023.01.20;16:20:00;6136.696;6137.873;6130.814;6136.108;5746;17858;1
2023.01.20;16:25:00;6136.696;6142.579;6129.049;6134.931;10976;40131;1
2023.01.20;16:30:00;6135.520;6137.284;6133.167;6133.755;2110;7173;1
2023.01.20;16:35:00;6133.755;6134.931;6131.402;6132.578;2208;7246;1
2023.01.20;16:40:00;6133.167;6134.343;6127.872;6131.402;4236;15773;1
2023.01.20;16:45:00;6131.402;6133.755;6129.637;6133.167;2417;7642;1
2023.01.20;16:50:00;6133.167;6136.696;6131.990;6134.931;2727;8563;1
2023.01.20;16:55:00;6135.520;6140.814;6134.931;6140.226;4626;16054;1
2023.01.20;17:00:00;6140.226;6144.343;6135.520;6137.284;5870;17880;1
2023.01.20;17:05:00;6137.284;6138.461;6133.167;6136.696;3682;12630;1
2023.01.20;17:10:00;6136.108;6146.108;6136.108;6144.343;5765;21784;1
2023.01.20;17:15:00;6144.343;6148.461;6142.579;6148.461;3824;11436;1
2023.01.20;17:20:00;6148.461;6149.638;6139.637;6142.579;4833;17257;1
2023.01.20;17:25:00;6142.579;6144.343;6139.049;6139.637;2567;8576;1
2023.01.20;17:30:00;6139.049;6140.226;6134.931;6138.461;3448;10429;1
2023.01.20;17:35:00;6138.461;6140.226;6137.284;6138.461;1805;5643;1
2023.01.20;17:40:00;6138.461;6139.637;6136.696;6138.461;1424;4308;1
2023.01.20;17:45:00;6138.461;6140.226;6136.696;6139.637;1234;3491;1
2023.01.20;17:50:00;6140.226;6141.990;6135.520;6137.873;3156;9996;1
2023.01.20;17:55:00;6137.873;6141.990;6136.108;6140.226;2427;7817;1
2023.01.20;18:00:00;6139.637;6143.167;6139.637;6140.226;1630;4780;1
2023.01.20;18:05:00;6140.226;6142.579;6136.696;6137.284;2078;6753;1
2023.01.20;18:10:00;6137.873;6143.755;6137.284;6143.755;1431;4516;1
2023.01.20;18:15:00;6143.167;6143.755;6140.226;6140.814;1479;4284;1
2023.01.20;18:20:00;6140.226;6142.579;6134.931;6139.049;1165;5086;1
2023.01.20;18:25:00;6137.873;6141.990;6131.990;6141.990;1231;5614;1
2023.01.23;09:00:00;6141.990;6153.756;6126.696;6138.461;23149;56299;1
2023.01.23;09:05:00;6139.049;6149.050;6138.461;6140.226;14192;39281;1
2023.01.23;09:10:00;6139.637;6141.990;6132.578;6137.284;14485;39606;1
2023.01.23;09:15:00;6136.696;6141.402;6134.343;6139.049;8728;26148;1
2023.01.23;09:20:00;6139.637;6147.285;6136.696;6141.990;13615;37927;1
2023.01.23;09:25:00;6141.402;6146.108;6135.520;6139.637;10754;28455;1
2023.01.23;09:30:00;6139.637;6140.226;6124.343;6125.519;20045;56794;1
2023.01.23;09:35:00;6125.519;6137.873;6124.931;6131.402;18683;61223;1
2023.01.23;09:40:00;6131.402;6133.755;6126.108;6132.578;12962;45660;1
2023.01.23;09:45:00;6133.167;6133.755;6117.872;6120.225;18733;53546;1
2023.01.23;09:50:00;6120.225;6131.402;6120.225;6130.225;12934;33872;1
2023.01.23;09:55:00;6129.637;6131.990;6123.755;6128.461;9103;24963;1
2023.01.23;10:00:00;6129.049;6131.990;6117.872;6118.460;15697;41897;1
2023.01.23;10:05:00;6117.872;6119.048;6109.636;6111.989;19812;56562;1
2023.01.23;10:10:00;6111.989;6115.519;6106.695;6111.401;15869;46463;1
2023.01.23;10:15:00;6111.989;6116.695;6109.636;6116.695;11224;34929;1
2023.01.23;10:20:00;6116.107;6121.401;6114.342;6118.460;10238;33339;1
2023.01.23;10:25:00;6118.460;6123.166;6114.342;6119.637;12586;35774;1
2023.01.23;10:30:00;6119.637;6129.049;6117.872;6127.284;13385;36552;1
2023.01.23;10:35:00;6127.284;6134.931;6126.108;6132.578;14128;39050;1
2023.01.23;10:40:00;6131.990;6133.755;6125.519;6127.872;11964;32713;1
2023.01.23;10:45:00;6127.872;6140.814;6127.872;6136.108;20818;58207;1
2023.01.23;10:50:00;6135.520;6140.814;6132.578;6136.696;8951;30854;1
2023.01.23;10:55:00;6136.696;6137.873;6129.637;6134.343;10520;34603;1
2023.01.23;11:00:00;6134.931;6140.226;6130.225;6134.343;10142;30938;1
2023.01.23;11:05:00;6134.343;6148.461;6131.402;6141.990;17484;53245;1
2023.01.23;11:10:00;6141.990;6148.461;6138.461;6140.814;11460;34580;1
2023.01.23;11:15:00;6140.814;6145.520;6130.814;6143.755;16672;47513;1
2023.01.23;11:20:00;6143.755;6144.932;6137.284;6137.873;6733;17897;1
2023.01.23;11:25:00;6137.284;6143.167;6130.814;6140.814;11130;29543;1
2023.01.23;11:30:00;6140.226;6151.403;6139.637;6143.755;15452;39657;1
2023.01.23;11:35:00;6143.755;6143.755;6134.931;6137.873;11354;31505;1
2023.01.23;11:40:00;6137.873;6139.637;6126.108;6131.402;14087;39040;1
2023.01.23;11:45:00;6130.814;6133.167;6121.401;6127.284;13248;41942;1
2023.01.23;11:50:00;6127.872;6128.461;6114.931;6117.872;14894;52947;1
2023.01.23;11:55:00;6117.872;6123.166;6115.519;6120.225;10709;34923;1
2023.01.23;12:00:00;6120.225;6121.401;6110.225;6119.637;13309;42737;1
2023.01.23;12:05:00;6119.637;6126.696;6117.872;6126.108;10288;34773;1
2023.01.23;12:10:00;6125.519;6128.461;6117.284;6121.990;11054;31253;1
2023.01.23;12:15:00;6121.990;6124.343;6111.989;6117.284;11725;37992;1
2023.01.23;12:20:00;6117.284;6121.401;6116.107;6117.284;4484;12889;1
2023.01.23;12:25:00;6116.695;6117.872;6105.519;6106.107;12410;37696;1
2023.01.23;12:30:00;6105.519;6114.342;6100.812;6111.989;17333;58770;1
2023.01.23;12:35:00;6111.401;6114.342;6106.107;6107.283;7247;27141;1
2023.01.23;12:40:00;6107.872;6111.401;6104.342;6109.636;7555;21315;1
2023.01.23;12:45:00;6110.225;6112.578;6096.695;6099.048;12328;39893;1
2023.01.23;12:50:00;6099.048;6100.812;6091.989;6097.871;13510;46359;1
2023.01.23;12:55:00;6098.459;6100.224;6091.989;6096.695;9975;34602;1
2023.01.23;13:00:00;6096.695;6099.048;6086.694;6090.812;12678;47646;1
2023.01.23;13:05:00;6091.400;6099.636;6091.400;6097.283;8022;27555;1
2023.01.23;13:10:00;6097.283;6103.754;6093.753;6102.577;7921;27558;1
2023.01.23;13:15:00;6102.577;6104.930;6098.459;6100.224;5995;19597;1
2023.01.23;13:20:00;6100.812;6101.401;6093.165;6094.342;8506;31944;1
2023.01.23;13:25:00;6094.930;6097.871;6090.812;6097.283;6042;21226;1
2023.01.23;13:30:00;6097.871;6107.283;6095.518;6104.930;10947;41128;1
2023.01.23;13:35:00;6104.342;6109.636;6104.342;6104.342;7623;24352;1
2023.01.23;13:40:00;6104.342;6111.401;6104.342;6109.636;6622;24231;1
2023.01.23;13:45:00;6109.636;6117.284;6108.460;6115.519;9380;29409;1
2023.01.23;13:50:00;6116.107;6120.813;6110.813;6119.048;12014;40262;1
2023.01.23;13:55:00;6119.048;6119.637;6113.166;6116.695;4371;15346;1
2023.01.23;14:00:00;6116.695;6116.695;6113.166;6114.342;4028;15139;1
2023.01.23;14:05:00;6114.342;6116.107;6104.342;6113.754;11430;39453;1
2023.01.23;14:10:00;6113.754;6114.342;6104.930;6105.519;7440;25567;1
2023.01.23;14:15:00;6105.519;6113.166;6104.930;6110.225;6713;26665;1
2023.01.23;14:20:00;6110.813;6117.284;6110.225;6113.166;6881;27705;1
2023.01.23;14:25:00;6112.578;6119.637;6112.578;6119.637;5002;17087;1
2023.01.23;14:30:00;6119.637;6121.401;6110.225;6110.813;9521;29375;1
2023.01.23;14:35:00;6110.813;6113.754;6108.460;6109.048;6674;22712;1
2023.01.23;14:40:00;6109.048;6110.813;6100.224;6102.577;9040;29576;1
2023.01.23;14:45:00;6101.989;6111.989;6101.401;6107.283;9282;33252;1
2023.01.23;14:50:00;6107.283;6114.931;6107.283;6110.813;6467;21682;1
2023.01.23;14:55:00;6110.225;6116.695;6108.460;6114.931;6945;25112;1
2023.01.23;15:00:00;6114.342;6116.695;6111.989;6114.931;4943;18777;1
2023.01.23;15:05:00;6115.519;6119.048;6113.166;6116.695;5005;15957;1
2023.01.23;15:10:00;6116.695;6119.048;6114.342;6115.519;4223;13571;1
2023.01.23;15:15:00;6116.107;6119.048;6113.166;6115.519;4730;16884;1
2023.01.23;15:20:00;6115.519;6121.990;6113.166;6120.813;6233;19089;1
2023.01.23;15:25:00;6120.813;6121.401;6114.342;6116.107;7385;24361;1
2023.01.23;15:30:00;6116.107;6117.872;6113.754;6115.519;4049;15041;1
2023.01.23;15:35:00;6114.931;6118.460;6110.813;6115.519;5050;16004;1
2023.01.23;15:40:00;6114.931;6115.519;6111.989;6113.754;2720;7477;1
2023.01.23;15:45:00;6113.754;6120.813;6113.166;6119.048;5860;21058;1
2023.01.23;15:50:00;6119.048;6123.755;6117.872;6118.460;7122;18621;1
2023.01.23;15:55:00;6118.460;6119.637;6114.342;6119.637;6026;18513;1
2023.01.23;16:00:00;6120.225;6130.814;6119.637;6128.461;11079;35393;1
2023.01.23;16:05:00;6127.872;6130.225;6123.166;6126.108;5731;18384;1
2023.01.23;16:10:00;6126.108;6127.872;6123.755;6126.108;3316;9596;1
2023.01.23;16:15:00;6125.519;6126.696;6120.813;6121.990;3761;10250;1
2023.01.23;16:20:00;6121.401;6121.990;6119.048;6121.401;3602;10670;1
2023.01.23;16:25:00;6121.401;6125.519;6119.637;6123.755;7074;25301;1
2023.01.23;16:30:00;6124.343;6125.519;6121.401;6121.990;2356;6433;1
2023.01.23;16:35:00;6121.990;6122.578;6120.225;6121.401;1764;5053;1
2023.01.23;16:40:00;6121.401;6130.225;6120.225;6129.049;4571;12425;1
2023.01.23;16:45:00;6129.049;6131.990;6127.872;6130.225;5581;15527;1
2023.01.23;16:50:00;6130.225;6131.990;6126.108;6130.814;4317;12568;1
2023.01.23;16:55:00;6130.814;6131.402;6126.696;6128.461;3642;11459;1
2023.01.23;17:00:00;6127.872;6129.049;6120.813;6123.755;5649;16718;1
2023.01.23;17:05:00;6123.166;6126.696;6122.578;6124.343;3127;8741;1
2023.01.23;17:10:00;6124.931;6125.519;6121.990;6123.166;1827;5183;1
2023.01.23;17:15:00;6122.578;6123.755;6116.107;6118.460;5518;16749;1
2023.01.23;17:20:00;6119.048;6123.755;6117.872;6121.401;2970;8405;1
2023.01.23;17:25:00;6121.401;6126.108;6120.813;6124.343;3243;8868;1
2023.01.23;17:30:00;6124.343;6124.931;6119.048;6121.401;3064;9150;1
2023.01.23;17:35:00;6120.813;6121.990;6119.048;6120.813;1654;6170;1
2023.01.23;17:40:00;6121.401;6123.755;6120.813;6123.166;1778;5281;1
2023.01.23;17:45:00;6123.166;6124.931;6121.401;6123.166;1622;5769;1
2023.01.23;17:50:00;6123.166;6125.519;6121.990;6122.578;1827;5458;1
2023.01.23;17:55:00;6122.578;6125.519;6121.990;6124.343;1458;4077;1
2023.01.23;18:00:00;6124.343;6127.872;6123.755;6127.284;2247;6356;1
2023.01.23;18:05:00;6127.284;6127.284;6125.519;6125.519;882;2004;1
2023.01.23;18:10:00;6126.108;6129.637;6123.755;6127.284;1851;5842;1
2023.01.23;18:15:00;6127.872;6132.578;6127.284;6132.578;2820;12462;1
2023.01.23;18:20:00;6131.990;6136.696;6129.637;6135.520;1207;6198;1
2023.01.23;18:25:00;6136.108;6140.226;6133.167;6140.226;1074;5115;1
2023.01.24;09:10:00;6142.579;6151.403;6137.284;6140.814;23603;71420;1
2023.01.24;09:15:00;6140.814;6141.402;6130.814;6131.990;16381;49891;1
2023.01.24;09:20:00;6131.990;6136.108;6128.461;6133.167;10865;30142;1
2023.01.24;09:25:00;6132.578;6134.343;6126.108;6126.696;10816;32499;1
2023.01.24;09:30:00;6126.696;6128.461;6107.283;6121.990;29487;91276;1
2023.01.24;09:35:00;6121.401;6124.931;6117.284;6120.813;9414;26740;1
2023.01.24;09:40:00;6121.401;6123.166;6112.578;6114.342;14645;39016;1
2023.01.24;09:45:00;6114.931;6119.637;6102.577;6104.342;16748;45785;1
2023.01.24;09:50:00;6104.342;6111.401;6102.577;6107.283;13087;42173;1
2023.01.24;09:55:00;6107.872;6112.578;6106.107;6111.989;8203;23913;1
2023.01.24;10:00:00;6111.989;6113.166;6103.754;6106.107;12616;39440;1
2023.01.24;10:05:00;6106.695;6107.283;6087.871;6089.047;25886;85826;1
2023.01.24;10:10:00;6089.047;6095.518;6086.694;6094.930;16230;52606;1
2023.01.24;10:15:00;6094.930;6100.812;6089.047;6099.636;15820;50706;1
2023.01.24;10:20:00;6099.636;6100.812;6096.106;6099.636;6681;27543;1
2023.01.24;10:25:00;6099.048;6103.754;6098.459;6102.577;8043;24151;1
2023.01.24;10:30:00;6102.577;6105.519;6101.989;6103.754;6753;21684;1
2023.01.24;10:35:00;6103.754;6106.107;6101.989;6106.107;5104;18545;1
2023.01.24;10:40:00;6106.107;6110.813;6101.989;6110.813;9883;29726;1
2023.01.24;10:45:00;6110.225;6113.754;6106.107;6106.695;12660;34864;1
2023.01.24;10:50:00;6107.283;6111.401;6103.166;6110.225;10843;27878;1
2023.01.24;10:55:00;6110.225;6110.813;6101.401;6101.989;8766;29607;1
2023.01.24;11:00:00;6101.989;6103.754;6094.930;6098.459;18286;54127;1
2023.01.24;11:05:00;6098.459;6099.048;6089.636;6090.812;11232;33572;1
2023.01.24;11:10:00;6090.224;6099.636;6089.047;6099.636;10933;30303;1
2023.01.24;11:15:00;6099.636;6101.401;6094.930;6096.106;6920;19239;1
2023.01.24;11:20:00;6096.106;6097.283;6089.047;6094.930;10713;30731;1
2023.01.24;11:25:00;6094.342;6097.283;6089.047;6090.224;6698;18487;1
2023.01.24;11:30:00;6090.224;6092.577;6086.694;6087.283;13179;38482;1
2023.01.24;11:35:00;6087.283;6096.106;6084.341;6094.342;17119;46811;1
2023.01.24;11:40:00;6094.342;6096.106;6087.283;6089.047;9267;30334;1
2023.01.24;11:45:00;6089.047;6094.930;6074.929;6075.517;25630;80010;1
2023.01.24;11:50:00;6074.929;6085.518;6074.929;6083.753;12180;38364;1
2023.01.24;11:55:00;6083.165;6091.989;6082.577;6091.989;11492;41840;1
2023.01.24;12:00:00;6091.400;6094.342;6080.812;6083.165;13826;46216;1
2023.01.24;12:05:00;6083.165;6087.283;6078.459;6078.459;11124;35677;1
2023.01.24;12:10:00;6078.459;6086.106;6078.459;6083.753;7344;24956;1
2023.01.24;12:15:00;6083.753;6084.930;6079.635;6084.341;6260;18851;1
2023.01.24;12:20:00;6084.341;6084.341;6076.694;6077.870;6253;21278;1
2023.01.24;12:25:00;6077.870;6079.635;6072.576;6077.870;9818;31787;1
2023.01.24;12:30:00;6078.459;6083.165;6076.694;6078.459;7276;22659;1
2023.01.24;12:35:00;6078.459;6080.812;6075.517;6077.870;4673;15274;1
2023.01.24;12:40:00;6077.870;6078.459;6070.811;6074.341;8598;25097;1
2023.01.24;12:45:00;6074.929;6075.517;6070.811;6072.576;5096;19231;1
2023.01.24;12:50:00;6072.576;6074.929;6070.811;6071.988;4567;16421;1
2023.01.24;12:55:00;6071.988;6079.635;6070.811;6079.047;9015;36516;1
2023.01.24;13:00:00;6079.047;6081.400;6072.576;6073.753;7758;28334;1
2023.01.24;13:05:00;6074.341;6074.929;6070.811;6071.988;7312;38633;1
2023.01.24;13:10:00;6071.988;6077.870;6071.400;6077.282;5086;17399;1
2023.01.24;13:15:00;6077.282;6077.870;6073.164;6074.341;3801;13700;1
2023.01.24;13:20:00;6074.341;6076.694;6070.811;6072.576;5026;22238;1
2023.01.24;13:25:00;6072.576;6073.753;6070.811;6071.988;3232;12166;1
2023.01.24;13:30:00;6072.576;6075.517;6071.988;6074.341;2951;11859;1
2023.01.24;13:35:00;6074.341;6077.870;6073.753;6075.517;3634;11293;1
2023.01.24;13:40:00;6076.106;6079.635;6073.164;6073.753;5743;19515;1
2023.01.24;13:45:00;6073.753;6076.694;6060.811;6062.576;14795;59911;1
2023.01.24;13:50:00;6062.576;6064.929;6058.458;6060.223;11425;41042;1
2023.01.24;13:55:00;6060.223;6063.752;6056.693;6058.458;9124;30036;1
2023.01.24;14:00:00;6058.458;6064.341;6056.693;6063.164;5640;18287;1
2023.01.24;14:05:00;6063.164;6066.694;6062.576;6064.929;4195;13886;1
2023.01.24;14:10:00;6064.341;6069.047;6063.752;6066.694;4525;16057;1
2023.01.24;14:15:00;6067.282;6069.047;6066.105;6067.870;2402;7183;1
2023.01.24;14:20:00;6068.458;6070.811;6066.694;6070.223;4248;14638;1
2023.01.24;14:25:00;6070.223;6071.988;6066.694;6066.694;4931;16147;1
2023.01.24;14:30:00;6066.694;6073.164;6066.105;6072.576;5888;18502;1
2023.01.24;14:35:00;6071.988;6072.576;6064.341;6066.105;6338;18442;1
2023.01.24;14:40:00;6066.694;6070.223;6065.517;6068.458;3795;13238;1
2023.01.24;14:45:00;6068.458;6069.635;6066.105;6069.047;2418;7188;1
2023.01.24;14:50:00;6069.047;6071.988;6067.870;6069.047;3647;13174;1
2023.01.24;14:55:00;6068.458;6069.047;6064.929;6066.694;2900;10542;1
2023.01.24;15:00:00;6066.694;6068.458;6064.341;6066.105;3126;10129;1
