<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<TICKVOL>;<VOL>;<SPREAD>
2023.09.25;12:30:00;5606.223;5606.223;5602.836;5603.965;2463;10212;1
2023.09.25;12:35:00;5603.965;5607.916;5603.401;5605.659;3320;11261;1
2023.09.25;12:40:00;5605.659;5607.916;5602.836;5603.965;3417;10609;1
2023.09.25;12:45:00;5603.965;5606.223;5603.401;5605.094;1372;4068;1
2023.09.25;12:50:00;5605.094;5606.223;5604.530;5605.659;1297;7253;1
2023.09.25;12:55:00;5605.659;5607.916;5603.965;5607.352;2474;8974;1
2023.09.25;13:00:00;5607.352;5612.997;5606.788;5610.739;7603;27702;1
2023.09.25;13:05:00;5610.174;5611.303;5606.223;5606.223;6236;28048;1
2023.09.25;13:10:00;5606.223;5609.610;5606.223;5609.045;2406;10318;1
2023.09.25;13:15:00;5609.610;5611.868;5609.045;5611.303;2954;12078;1
2023.09.25;13:20:00;5610.739;5611.303;5609.045;5609.610;2011;10926;1
2023.09.25;13:25:00;5609.610;5616.948;5609.045;5615.254;7248;28515;1
2023.09.25;13:30:00;5615.254;5615.819;5613.561;5614.690;3238;11165;1
2023.09.25;13:35:00;5614.690;5615.254;5611.868;5612.997;3013;8805;1
2023.09.25;13:40:00;5612.432;5616.948;5612.432;5615.819;3592;12605;1
2023.09.25;13:45:00;5616.383;5616.948;5614.690;5616.383;2627;10970;1
2023.09.25;13:50:00;5616.948;5619.770;5615.819;5618.077;6107;26247;1
2023.09.25;13:55:00;5618.077;5618.641;5616.948;5617.512;2079;7480;1
2023.09.25;14:00:00;5617.512;5618.077;5614.125;5616.383;4995;21596;1
2023.09.25;14:05:00;5616.948;5616.948;5609.610;5609.610;7783;30759;1
2023.09.25;14:10:00;5609.610;5611.303;5608.481;5608.481;4136;18797;1
2023.09.25;14:15:00;5609.045;5609.610;5607.352;5608.481;3817;25412;1
2023.09.25;14:20:00;5608.481;5609.045;5606.223;5606.788;3787;16932;1
2023.09.25;14:25:00;5606.788;5608.481;5605.094;5607.916;3064;14884;1
2023.09.25;14:30:00;5608.481;5609.045;5606.223;5607.352;2574;8868;1
2023.09.25;14:35:00;5607.352;5607.916;5606.223;5606.788;1731;7076;1
2023.09.25;14:40:00;5606.788;5607.916;5605.659;5607.352;1928;9307;1
2023.09.25;14:45:00;5607.352;5607.352;5604.530;5605.659;3084;14068;1
2023.09.25;14:50:00;5605.659;5606.223;5602.836;5604.530;4407;18758;1
2023.09.25;14:55:00;5604.530;5606.788;5603.965;5606.223;2673;10490;1
2023.09.25;15:00:00;5606.223;5606.788;5604.530;5606.223;2173;8720;1
2023.09.25;15:05:00;5606.223;5609.045;5605.094;5607.352;3439;14416;1
2023.09.25;15:10:00;5606.788;5609.045;5605.659;5607.916;2579;11187;1
2023.09.25;15:15:00;5608.481;5610.739;5607.916;5609.610;3275;10957;1
2023.09.25;15:20:00;5609.045;5610.739;5608.481;5610.174;1687;6662;1
2023.09.25;15:25:00;5610.739;5611.868;5609.045;5611.303;2727;10216;1
2023.09.25;15:30:00;5610.739;5611.303;5609.045;5610.174;2640;11339;1
2023.09.25;15:35:00;5610.174;5611.868;5608.481;5608.481;3045;13071;1
2023.09.25;15:40:00;5609.045;5614.690;5608.481;5614.125;5976;25637;1
2023.09.25;15:45:00;5614.125;5614.690;5611.868;5613.561;4404;19029;1
2023.09.25;15:50:00;5614.125;5614.125;5612.432;5612.997;2954;16950;1
2023.09.25;15:55:00;5613.561;5617.512;5612.432;5616.948;4973;18939;1
2023.09.25;16:00:00;5616.948;5618.077;5614.690;5616.948;4710;21735;1
2023.09.25;16:05:00;5616.383;5617.512;5614.690;5615.819;1943;9579;1
2023.09.25;16:10:00;5615.819;5617.512;5615.819;5616.383;2143;8767;1
2023.09.25;16:15:00;5616.948;5617.512;5615.254;5616.383;2331;9388;1
2023.09.25;16:20:00;5616.383;5616.948;5614.690;5615.819;2067;7478;1
2023.09.25;16:25:00;5615.254;5616.383;5614.125;5614.125;2542;10399;1
2023.09.25;16:30:00;5614.125;5615.254;5612.997;5613.561;2966;11347;1
2023.09.25;16:35:00;5613.561;5614.690;5612.432;5612.997;1987;7771;1
2023.09.25;16:40:00;5612.997;5612.997;5611.868;5612.432;1484;4852;1
2023.09.25;16:45:00;5612.432;5613.561;5610.739;5611.303;2611;10313;1
2023.09.25;16:50:00;5611.303;5611.868;5609.045;5611.868;4336;16259;1
2023.09.25;16:55:00;5611.303;5611.868;5609.045;5609.610;2435;8129;1
2023.09.25;17:00:00;5610.174;5610.174;5608.481;5609.045;1427;5825;1
2023.09.25;17:05:00;5609.045;5610.739;5607.916;5610.174;1633;7172;1
2023.09.25;17:10:00;5609.610;5610.174;5608.481;5609.045;1261;6200;1
2023.09.25;17:15:00;5609.045;5609.045;5607.352;5607.352;1603;5968;1
2023.09.25;17:20:00;5607.352;5607.916;5606.223;5607.352;1516;55212;1
2023.09.25;17:25:00;5607.352;5607.352;5605.659;5606.223;1357;5322;1
2023.09.25;17:30:00;5606.223;5608.481;5605.659;5608.481;2064;10465;1
2023.09.25;17:35:00;5608.481;5609.045;5606.788;5607.916;2036;8695;1
2023.09.25;17:40:00;5607.916;5610.174;5607.352;5609.045;1298;5576;1
2023.09.25;17:45:00;5609.610;5610.174;5607.352;5608.481;1986;8471;1
2023.09.25;17:50:00;5608.481;5609.045;5606.788;5607.916;1437;7015;1
2023.09.25;17:55:00;5607.916;5614.125;5604.530;5612.997;1735;14439;1
2023.09.26;09:00:00;5618.641;5628.237;5617.512;5619.770;23773;78695;1
2023.09.26;09:05:00;5619.206;5620.899;5612.432;5615.819;16033;57133;1
2023.09.26;09:10:00;5615.254;5616.383;5609.610;5614.690;13265;46764;1
2023.09.26;09:15:00;5614.690;5616.948;5605.094;5606.788;19497;58747;1
2023.09.26;09:20:00;5606.788;5611.303;5603.965;5610.739;14545;45172;1
2023.09.26;09:25:00;5610.739;5611.868;5603.401;5603.965;11827;38504;1
2023.09.26;09:30:00;5603.965;5605.659;5600.578;5602.836;16039;53002;1
2023.09.26;09:35:00;5602.272;5605.094;5596.627;5597.756;14316;47339;1
2023.09.26;09:40:00;5597.192;5600.578;5592.676;5596.063;14494;54657;1
2023.09.26;09:45:00;5596.063;5599.450;5592.676;5594.934;12033;46059;1
2023.09.26;09:50:00;5594.934;5598.321;5592.676;5597.192;8708;30557;1
2023.09.26;09:55:00;5597.192;5602.272;5596.063;5596.627;14746;58356;1
2023.09.26;10:00:00;5597.192;5607.916;5596.627;5604.530;19734;73753;1
2023.09.26;10:05:00;5603.965;5607.916;5602.836;5606.223;9947;35469;1
2023.09.26;10:10:00;5606.788;5616.383;5605.659;5612.997;19793;73774;1
2023.09.26;10:15:00;5612.997;5614.690;5607.916;5611.303;14012;52699;1
2023.09.26;10:20:00;5611.303;5612.997;5609.610;5612.997;5498;24093;1
2023.09.26;10:25:00;5612.997;5618.077;5611.303;5616.948;14178;59460;1
2023.09.26;10:30:00;5616.948;5620.899;5614.125;5617.512;17109;67167;1
2023.09.26;10:35:00;5616.948;5617.512;5606.788;5609.610;19524;66359;1
2023.09.26;10:40:00;5609.610;5614.690;5603.965;5604.530;17930;67845;1
2023.09.26;10:45:00;5605.094;5611.868;5602.836;5605.659;16918;64860;1
2023.09.26;10:50:00;5605.659;5611.868;5605.659;5607.352;12525;46442;1
2023.09.26;10:55:00;5606.788;5611.303;5605.659;5607.916;8521;31511;1
2023.09.26;11:00:00;5607.916;5609.610;5600.578;5609.045;18186;67081;1
2023.09.26;11:05:00;5608.481;5610.174;5603.965;5608.481;8531;29237;1
2023.09.26;11:10:00;5608.481;5612.997;5607.352;5609.610;9553;36785;1
2023.09.26;11:15:00;5610.174;5612.432;5607.916;5609.610;8434;37424;1
2023.09.26;11:20:00;5609.610;5610.739;5603.965;5608.481;8951;37249;1
2023.09.26;11:25:00;5608.481;5611.868;5606.223;5607.916;7604;34669;1
2023.09.26;11:30:00;5607.916;5611.868;5606.788;5609.045;5151;24472;1
2023.09.26;11:35:00;5609.610;5610.174;5603.965;5606.223;7778;34234;1
2023.09.26;11:40:00;5606.223;5606.788;5600.578;5603.965;9681;36844;1
2023.09.26;11:45:00;5604.530;5609.045;5602.272;5607.352;7218;30816;1
2023.09.26;11:50:00;5607.352;5609.045;5605.659;5606.788;3878;16175;1
2023.09.26;11:55:00;5606.788;5607.352;5604.530;5606.223;3814;16732;1
2023.09.26;12:00:00;5606.223;5612.997;5605.659;5611.868;8564;38058;1
2023.09.26;12:05:00;5611.303;5615.254;5611.303;5612.432;8256;30668;1
2023.09.26;12:10:00;5612.432;5614.125;5610.739;5611.868;4278;15707;1
2023.09.26;12:15:00;5611.868;5617.512;5611.303;5616.383;7209;31611;1
2023.09.26;12:20:00;5616.383;5619.770;5616.383;5619.206;7906;37361;1
2023.09.26;12:25:00;5619.770;5623.721;5616.948;5623.157;9493;44565;1
2023.09.26;12:30:00;5623.157;5623.721;5619.206;5621.463;7083;40998;1
2023.09.26;12:35:00;5620.899;5622.592;5619.206;5622.028;2994;14098;1
2023.09.26;12:40:00;5622.028;5624.850;5620.899;5624.286;7478;38207;1
2023.09.26;12:45:00;5623.721;5626.544;5623.721;5623.721;6013;30039;1
2023.09.26;12:50:00;5624.286;5627.673;5622.592;5627.673;5744;21917;1
2023.09.26;12:55:00;5627.673;5630.495;5626.544;5628.237;8933;43921;1
2023.09.26;13:00:00;5628.801;5630.495;5627.673;5629.930;3580;15221;1
2023.09.26;13:05:00;5629.930;5630.495;5626.544;5627.108;5004;20179;1
2023.09.26;13:10:00;5627.108;5628.801;5624.850;5625.415;5146;20856;1
2023.09.26;13:15:00;5625.415;5631.059;5624.286;5629.930;6482;26237;1
2023.09.26;13:20:00;5629.366;5630.495;5626.544;5627.673;3518;47743;1
2023.09.26;13:25:00;5627.108;5629.930;5625.979;5626.544;3465;17273;1
2023.09.26;13:30:00;5626.544;5631.059;5625.979;5629.930;3681;15905;1
2023.09.26;13:35:00;5629.930;5631.059;5623.721;5624.850;6243;25428;1
2023.09.26;13:40:00;5624.850;5625.979;5623.721;5624.286;2340;11231;1
2023.09.26;13:45:00;5624.286;5626.544;5623.721;5626.544;2653;13109;1
2023.09.26;13:50:00;5626.544;5626.544;5624.850;5625.979;1966;7601;1
2023.09.26;13:55:00;5625.979;5628.237;5625.415;5627.108;2464;17172;1
2023.09.26;14:00:00;5627.108;5628.237;5625.415;5625.979;3198;15917;1
2023.09.26;14:05:00;5626.544;5627.673;5624.286;5624.286;4305;20647;1
2023.09.26;14:10:00;5624.286;5625.415;5622.592;5624.286;4828;23685;1
2023.09.26;14:15:00;5624.286;5625.415;5623.157;5624.850;2683;13156;1
2023.09.26;14:20:00;5625.415;5625.979;5624.286;5625.415;2423;10762;1
2023.09.26;14:25:00;5624.850;5627.108;5624.850;5626.544;2547;11406;1
2023.09.26;14:30:00;5626.544;5631.059;5625.979;5628.801;6067;29718;1
2023.09.26;14:35:00;5628.237;5632.188;5627.673;5631.624;5572;24081;1
2023.09.26;14:40:00;5631.624;5631.624;5626.544;5627.108;5087;22531;1
2023.09.26;14:45:00;5627.673;5627.673;5624.850;5625.415;4834;22522;1
2023.09.26;14:50:00;5625.415;5625.979;5616.948;5618.077;13789;73099;1
2023.09.26;14:55:00;5618.641;5621.463;5616.948;5618.077;6243;29205;1
2023.09.26;15:00:00;5618.077;5620.899;5617.512;5618.641;3179;14689;1
2023.09.26;15:05:00;5618.641;5621.463;5618.077;5621.463;3696;18701;1
2023.09.26;15:10:00;5621.463;5623.157;5617.512;5622.028;5750;27926;1
2023.09.26;15:15:00;5622.028;5622.592;5619.770;5621.463;2343;8054;1
2023.09.26;15:20:00;5622.028;5625.979;5621.463;5623.721;5218;21001;1
2023.09.26;15:25:00;5624.286;5627.108;5623.721;5627.108;3429;12143;1
2023.09.26;15:30:00;5627.108;5628.237;5624.850;5627.673;3887;17073;1
2023.09.26;15:35:00;5627.673;5631.059;5626.544;5630.495;4893;22127;1
2023.09.26;15:40:00;5630.495;5631.059;5625.979;5627.673;4608;22085;1
2023.09.26;15:45:00;5627.673;5630.495;5627.108;5628.801;3320;14504;1
2023.09.26;15:50:00;5628.801;5633.317;5628.237;5632.753;5666;28367;1
2023.09.26;15:55:00;5632.753;5633.317;5630.495;5631.059;3454;15403;1
2023.09.26;16:00:00;5631.059;5631.624;5629.366;5631.059;3606;15923;1
2023.09.26;16:05:00;5631.624;5631.624;5628.237;5628.237;2907;13488;1
2023.09.26;16:10:00;5628.237;5629.930;5625.415;5629.930;5748;26596;1
2023.09.26;16:15:00;5629.930;5632.188;5628.801;5631.059;2979;14029;1
2023.09.26;16:20:00;5631.624;5635.011;5631.059;5634.446;6369;31964;1
2023.09.26;16:25:00;5635.011;5636.139;5633.882;5635.011;4011;20711;1
2023.09.26;16:30:00;5635.011;5637.833;5633.882;5637.268;4752;25676;1
2023.09.26;16:35:00;5637.268;5638.962;5635.575;5636.139;5556;28102;1
2023.09.26;16:40:00;5635.575;5637.833;5635.011;5636.139;3036;13385;1
2023.09.26;16:45:00;5635.575;5637.268;5635.575;5636.139;1689;7858;1
2023.09.26;16:50:00;5636.704;5637.268;5632.753;5633.882;4997;23165;1
2023.09.26;16:55:00;5634.446;5635.011;5632.188;5633.317;2634;12486;1
2023.09.26;17:00:00;5633.317;5633.317;5628.801;5629.930;3720;46664;1
2023.09.26;17:05:00;5629.930;5630.495;5627.108;5627.673;2834;17499;1
2023.09.26;17:10:00;5627.673;5628.801;5627.108;5628.237;1719;7963;1
2023.09.26;17:15:00;5627.673;5629.366;5627.108;5628.237;1605;6736;1
2023.09.26;17:20:00;5628.801;5629.366;5627.673;5628.801;1342;11192;1
2023.09.26;17:25:00;5629.366;5632.753;5628.801;5631.624;3336;22406;1
2023.09.26;17:30:00;5632.188;5633.317;5631.059;5632.188;1993;10144;1
2023.09.26;17:35:00;5632.753;5635.575;5632.188;5635.011;2184;9159;1
2023.09.26;17:40:00;5635.011;5636.704;5634.446;5636.139;1831;8068;1
2023.09.26;17:45:00;5636.139;5640.091;5635.011;5638.397;3271;14863;1
2023.09.26;17:50:00;5638.397;5638.962;5635.011;5635.575;1773;10219;1
2023.09.26;17:55:00;5635.011;5636.139;5632.753;5632.753;1149;11652;1
2023.09.27;09:00:00;5629.930;5638.962;5629.930;5635.575;14903;58065;1
2023.09.27;09:05:00;5635.011;5651.944;5634.446;5649.687;21572;83915;1
2023.09.27;09:10:00;5649.687;5654.202;5645.171;5652.509;19200;71831;1
2023.09.27;09:15:00;5652.509;5663.234;5651.944;5660.411;23624;92302;1
2023.09.27;09:20:00;5660.411;5662.105;5656.460;5660.411;17127;69836;1
2023.09.27;09:25:00;5659.847;5664.927;5658.718;5659.282;13482;55446;1
2023.09.27;09:30:00;5659.282;5664.927;5654.202;5659.847;19234;76231;1
2023.09.27;09:35:00;5660.411;5660.976;5652.509;5657.589;15596;52891;1
2023.09.27;09:40:00;5657.589;5663.234;5655.896;5656.460;15091;50829;1
2023.09.27;09:45:00;5655.896;5657.589;5650.251;5656.460;20354;76912;1
2023.09.27;09:50:00;5657.025;5657.589;5652.509;5654.202;8141;31922;1
2023.09.27;09:55:00;5654.202;5654.202;5650.815;5653.638;6699;25797;1
2023.09.27;10:00:00;5653.073;5658.718;5653.073;5657.025;13815;53037;1
2023.09.27;10:05:00;5656.460;5657.589;5647.429;5647.993;15078;62724;1
2023.09.27;10:10:00;5647.429;5650.251;5642.349;5644.042;15852;65477;1
2023.09.27;10:15:00;5643.477;5646.864;5640.655;5642.913;13918;62513;1
2023.09.27;10:20:00;5642.913;5647.429;5642.913;5645.735;7971;34011;1
2023.09.27;10:25:00;5645.735;5651.380;5645.735;5650.815;9535;33134;1
2023.09.27;10:30:00;5651.380;5656.460;5648.558;5653.073;15238;58379;1
2023.09.27;10:35:00;5653.073;5658.718;5651.380;5657.589;12322;49891;1
2023.09.27;10:40:00;5657.589;5659.282;5653.638;5654.202;11719;43525;1
2023.09.27;10:45:00;5654.202;5657.589;5651.944;5657.025;8708;29550;1
2023.09.27;10:50:00;5656.460;5666.620;5656.460;5664.927;19171;75322;1
2023.09.27;10:55:00;5665.491;5668.314;5662.105;5667.185;14045;59796;1
2023.09.27;11:00:00;5667.749;5668.314;5663.234;5664.927;10838;48786;1
2023.09.27;11:05:00;5665.491;5675.087;5664.362;5673.394;19005;87366;1
2023.09.27;11:10:00;5673.394;5677.345;5672.265;5674.523;11327;54219;1
2023.09.27;11:15:00;5675.087;5675.087;5670.572;5673.394;9137;42082;1
2023.09.27;11:20:00;5672.829;5673.394;5664.362;5666.056;11933;52041;1
2023.09.27;11:25:00;5665.491;5667.185;5663.234;5667.185;9498;48487;1
2023.09.27;11:30:00;5667.185;5670.007;5666.056;5667.749;7898;37590;1
2023.09.27;11:35:00;5667.749;5670.007;5666.056;5668.878;6056;29692;1
2023.09.27;11:40:00;5668.878;5670.572;5666.620;5667.185;4994;22637;1
2023.09.27;11:45:00;5666.620;5670.007;5666.620;5670.007;4602;25743;1
2023.09.27;11:50:00;5670.007;5674.523;5668.878;5673.394;9024;40149;1
2023.09.27;11:55:00;5673.958;5679.603;5672.829;5679.038;12242;56196;1
2023.09.27;12:00:00;5679.038;5679.603;5672.829;5673.394;11084;60979;1
2023.09.27;12:05:00;5673.394;5675.087;5672.829;5673.394;4436;20677;1
2023.09.27;12:10:00;5673.394;5676.781;5672.265;5675.087;6815;31337;1
2023.09.27;12:15:00;5675.087;5685.248;5674.523;5683.554;16143;70763;1
2023.09.27;12:20:00;5684.119;5693.150;5682.425;5691.457;19393;84857;1
2023.09.27;12:25:00;5692.021;5693.714;5690.328;5690.328;8276;41466;1
2023.09.27;12:30:00;5690.328;5695.408;5689.199;5690.328;10608;41986;1
2023.09.27;12:35:00;5690.328;5693.714;5688.634;5693.714;5367;21682;1
2023.09.27;12:40:00;5693.714;5697.101;5693.150;5696.537;7960;33584;1
2023.09.27;12:45:00;5696.537;5702.746;5694.843;5700.488;11758;60296;1
2023.09.27;12:50:00;5701.052;5702.746;5698.795;5701.052;6462;33633;1
2023.09.27;12:55:00;5700.488;5710.084;5696.537;5708.390;17394;88646;1
2023.09.27;13:00:00;5708.955;5710.084;5706.697;5708.955;8390;47469;1
2023.09.27;13:05:00;5708.390;5710.648;5705.004;5705.568;9209;51281;1
2023.09.27;13:10:00;5705.568;5707.826;5705.004;5707.261;4197;18719;1
2023.09.27;13:15:00;5707.826;5710.084;5705.004;5706.697;5244;23430;1
2023.09.27;13:20:00;5706.697;5710.648;5706.133;5709.519;4078;17674;1
2023.09.27;13:25:00;5709.519;5709.519;5706.697;5707.261;2983;12393;1
2023.09.27;13:30:00;5706.697;5707.261;5703.875;5703.875;4915;19299;1
2023.09.27;13:35:00;5704.439;5705.568;5703.310;5703.875;4499;27168;1
2023.09.27;13:40:00;5703.875;5704.439;5700.488;5700.488;5859;25613;1
2023.09.27;13:45:00;5701.052;5702.746;5698.795;5702.746;6023;25713;1
2023.09.27;13:50:00;5702.181;5706.697;5701.617;5706.133;6502;33201;1
2023.09.27;13:55:00;5705.568;5707.826;5703.875;5704.439;5970;31091;1
2023.09.27;14:00:00;5705.004;5706.133;5700.488;5701.617;6269;32913;1
2023.09.27;14:05:00;5702.181;5704.439;5701.617;5703.875;3236;17179;1
2023.09.27;14:10:00;5703.310;5721.937;5703.310;5719.680;19076;99334;1
2023.09.27;14:15:00;5719.115;5721.937;5716.857;5719.115;10785;53795;1
2023.09.27;14:20:00;5718.551;5733.227;5717.986;5726.453;19088;98270;1
2023.09.27;14:25:00;5726.453;5734.356;5725.889;5730.969;9528;46556;1
2023.09.27;14:30:00;5730.969;5733.227;5726.453;5727.582;7373;39926;1
2023.09.27;14:35:00;5727.582;5729.840;5724.760;5725.324;7892;44317;1
2023.09.27;14:40:00;5725.889;5728.147;5719.115;5719.680;8815;42680;1
2023.09.27;14:45:00;5719.680;5727.582;5717.986;5725.324;9876;48935;1
2023.09.27;14:50:00;5725.324;5725.889;5719.115;5721.937;6156;27417;1
2023.09.27;14:55:00;5722.502;5727.582;5719.680;5725.889;8223;49225;1
2023.09.27;15:00:00;5725.324;5728.711;5724.195;5726.453;5550;33069;1
2023.09.27;15:05:00;5725.889;5727.018;5722.502;5724.195;5656;25798;1
2023.09.27;15:10:00;5724.195;5726.453;5721.373;5722.502;4411;33294;1
2023.09.27;15:15:00;5722.502;5723.631;5716.857;5722.502;7614;64603;1
2023.09.27;15:20:00;5723.066;5725.889;5721.373;5722.502;4543;26032;1
2023.09.27;15:25:00;5722.502;5723.631;5716.857;5716.857;5322;34369;1
2023.09.27;15:30:00;5716.857;5717.986;5710.084;5710.648;12048;57797;1
2023.09.27;15:35:00;5711.213;5711.213;5701.052;5702.181;13145;62708;1
2023.09.27;15:40:00;5702.181;5705.004;5698.230;5698.795;10877;54994;1
2023.09.27;15:45:00;5698.795;5705.004;5695.972;5705.004;8935;40694;1
2023.09.27;15:50:00;5705.004;5710.648;5705.004;5708.955;9385;44026;1
2023.09.27;15:55:00;5708.955;5710.648;5707.261;5710.648;5290;23427;1
2023.09.27;16:00:00;5710.084;5710.648;5701.052;5702.181;6583;26491;1
2023.09.27;16:05:00;5702.181;5702.746;5698.795;5701.052;5487;23684;1
2023.09.27;16:10:00;5701.052;5702.181;5695.972;5701.617;5971;24954;1
2023.09.27;16:15:00;5701.052;5702.746;5699.359;5701.052;3434;16781;1
2023.09.27;16:20:00;5700.488;5703.310;5698.795;5701.052;3419;13818;1
2023.09.27;16:25:00;5701.052;5702.746;5699.924;5701.617;2611;10871;1
2023.09.27;16:30:00;5701.617;5706.133;5701.052;5702.181;4232;19362;1
2023.09.27;16:35:00;5702.181;5703.310;5699.359;5699.924;3958;20013;1
2023.09.27;16:40:00;5700.488;5705.568;5700.488;5704.439;3296;21611;1
2023.09.27;16:45:00;5703.875;5704.439;5701.617;5703.310;2047;7681;1
2023.09.27;16:50:00;5702.746;5703.310;5696.537;5697.101;4607;20840;1
2023.09.27;16:55:00;5697.101;5699.359;5696.537;5696.537;2498;17782;1
2023.09.27;17:00:00;5696.537;5698.230;5695.972;5697.101;2121;11094;1
2023.09.27;17:05:00;5697.101;5701.617;5697.101;5700.488;2840;15011;1
2023.09.27;17:10:00;5700.488;5701.052;5698.795;5701.052;1342;7015;1
2023.09.27;17:15:00;5700.488;5702.181;5699.924;5701.052;1562;9748;1
2023.09.27;17:20:00;5701.052;5703.310;5698.795;5703.310;2045;9346;1
2023.09.27;17:25:00;5703.310;5703.310;5701.052;5701.617;1376;6005;1
2023.09.27;17:30:00;5702.181;5703.310;5699.359;5700.488;2161;9993;1
2023.09.27;17:35:00;5700.488;5700.488;5697.666;5698.230;2331;11771;1
2023.09.27;17:40:00;5697.666;5698.795;5694.279;5695.408;3740;22138;1
2023.09.27;17:45:00;5695.972;5701.052;5695.408;5697.666;2993;13455;1
2023.09.27;17:50:00;5698.230;5698.230;5693.714;5694.279;1931;8573;1
2023.09.27;17:55:00;5694.279;5697.666;5692.021;5694.279;1611;14387;1
2023.09.28;09:00:00;5689.763;5691.457;5678.474;5680.167;21816;83666;1
2023.09.28;09:05:00;5679.603;5690.892;5678.474;5689.763;12815;36433;1
2023.09.28;09:10:00;5689.763;5690.892;5682.425;5682.990;13608;42597;1
2023.09.28;09:15:00;5682.990;5687.505;5681.861;5684.119;6921;23238;1
2023.09.28;09:20:00;5683.554;5689.199;5680.167;5688.070;10659;33287;1
2023.09.28;09:25:00;5687.505;5694.279;5685.248;5693.150;13465;44002;1
2023.09.28;09:30:00;5693.150;5697.101;5662.105;5666.056;47322;178018;1
2023.09.28;09:35:00;5666.620;5676.216;5664.362;5671.136;21903;75971;1
2023.09.28;09:40:00;5670.572;5689.199;5670.572;5688.634;22156;75690;1
2023.09.28;09:45:00;5688.070;5707.826;5688.070;5699.924;35196;113422;1
2023.09.28;09:50:00;5699.924;5708.955;5695.972;5699.359;23504;79224;1
2023.09.28;09:55:00;5699.924;5714.599;5698.795;5711.213;26870;93497;1
2023.09.28;10:00:00;5711.213;5712.906;5698.795;5700.488;24413;94101;1
2023.09.28;10:05:00;5701.052;5706.697;5698.230;5705.004;11758;41344;1
2023.09.28;10:10:00;5705.004;5712.906;5703.310;5712.342;18406;59674;1
2023.09.28;10:15:00;5712.342;5715.728;5706.133;5712.906;15482;50502;1
2023.09.28;10:20:00;5712.906;5715.164;5708.955;5713.471;10876;39348;1
2023.09.28;10:25:00;5714.035;5715.728;5710.648;5711.213;9197;28691;1
2023.09.28;10:30:00;5710.648;5715.164;5703.875;5705.568;15386;45364;1
2023.09.28;10:35:00;5705.004;5715.164;5705.004;5711.777;13989;44432;1
2023.09.28;10:40:00;5711.777;5723.631;5709.519;5721.373;21620;69561;1
2023.09.28;10:45:00;5721.937;5724.195;5715.728;5720.244;15132;50467;1
2023.09.28;10:50:00;5720.244;5720.809;5709.519;5712.906;14550;52048;1
2023.09.28;10:55:00;5712.906;5712.906;5708.955;5712.342;6916;28998;1
2023.09.28;11:00:00;5712.906;5713.471;5702.746;5704.439;14931;56688;1
2023.09.28;11:05:00;5703.875;5710.084;5700.488;5701.617;13136;48480;1
2023.09.28;11:10:00;5701.617;5703.310;5698.795;5702.181;9203;44540;1
2023.09.28;11:15:00;5701.617;5712.342;5700.488;5707.826;15401;79171;1
2023.09.28;11:20:00;5708.390;5710.648;5703.310;5706.697;9932;38269;1
2023.09.28;11:25:00;5706.697;5710.648;5702.181;5704.439;8220;29706;1
2023.09.28;11:30:00;5703.875;5715.728;5702.746;5710.084;13736;50768;1
2023.09.28;11:35:00;5710.084;5711.777;5707.261;5708.390;6313;27810;1
2023.09.28;11:40:00;5708.390;5714.599;5703.875;5705.004;10025;38755;1
2023.09.28;11:45:00;5705.568;5708.955;5699.924;5701.052;10510;42004;1
2023.09.28;11:50:00;5701.617;5702.746;5697.101;5702.181;10742;49734;1
2023.09.28;11:55:00;5702.181;5706.133;5696.537;5697.101;11758;61197;1
2023.09.28;12:00:00;5697.101;5702.181;5693.150;5697.101;17532;95694;1
2023.09.28;12:05:00;5697.101;5698.230;5690.328;5694.279;9359;44071;1
2023.09.28;12:10:00;5694.279;5697.666;5690.328;5696.537;9334;45583;1
2023.09.28;12:15:00;5695.972;5700.488;5694.279;5700.488;6701;31412;1
2023.09.28;12:20:00;5700.488;5708.390;5698.230;5698.230;15267;64123;1
2023.09.28;12:25:00;5698.795;5699.359;5689.763;5691.457;11570;58433;1
2023.09.28;12:30:00;5691.457;5693.150;5685.248;5685.812;9366;42428;1
2023.09.28;12:35:00;5685.248;5692.586;5684.683;5692.021;7857;35317;1
2023.09.28;12:40:00;5692.021;5693.150;5688.070;5689.199;5683;25149;1
2023.09.28;12:45:00;5689.199;5689.199;5684.683;5685.248;7324;35097;1
2023.09.28;12:50:00;5685.248;5686.376;5680.732;5681.861;6139;27500;1
2023.09.28;12:55:00;5681.861;5688.070;5681.296;5686.376;6278;30377;1
2023.09.28;13:00:00;5686.941;5693.714;5685.248;5688.634;8703;94352;1
2023.09.28;13:05:00;5688.070;5693.714;5687.505;5693.714;4871;22013;1
2023.09.28;13:10:00;5693.714;5695.972;5688.634;5689.199;6779;32377;1
2023.09.28;13:15:00;5689.763;5692.586;5689.199;5690.892;3018;13277;1
2023.09.28;13:20:00;5690.328;5693.714;5689.763;5691.457;2597;10994;1
2023.09.28;13:25:00;5691.457;5693.714;5688.634;5689.763;3949;18055;1
2023.09.28;13:30:00;5690.328;5693.150;5688.634;5692.586;3534;19688;1
2023.09.28;13:35:00;5692.586;5697.666;5692.021;5697.666;5792;23422;1
2023.09.28;13:40:00;5697.666;5699.359;5694.279;5694.843;4770;20524;1
