<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.12.03	16:40:00	5343.500	5344.500	5343.000	5344.500	1133	4432	1
2025.12.03	16:45:00	5344.500	5345.000	5343.500	5344.500	2044	7394	1
2025.12.03	16:50:00	5344.000	5345.500	5343.500	5345.500	1539	7899	1
2025.12.03	16:55:00	5345.500	5346.000	5344.500	5345.500	2335	8419	1
2025.12.03	17:00:00	5345.500	5345.500	5343.500	5343.500	2661	9369	1
2025.12.03	17:05:00	5344.000	5344.500	5343.000	5343.500	1440	4973	1
2025.12.03	17:10:00	5344.000	5345.500	5343.000	5344.500	2152	9107	1
2025.12.03	17:15:00	5344.000	5344.500	5342.500	5342.500	2047	7094	1
2025.12.03	17:20:00	5342.500	5343.500	5342.500	5342.500	1350	5464	1
2025.12.03	17:25:00	5342.500	5343.500	5342.000	5343.000	1278	7251	1
2025.12.03	17:30:00	5343.000	5343.500	5341.500	5341.500	2387	11972	1
2025.12.03	17:35:00	5341.500	5342.500	5341.500	5342.000	1157	4715	1
2025.12.03	17:40:00	5342.000	5344.000	5342.000	5343.500	1544	5777	1
2025.12.03	17:45:00	5343.000	5344.000	5342.000	5342.500	1116	4695	1
2025.12.03	17:50:00	5342.500	5343.000	5341.500	5342.500	696	3044	1
2025.12.03	17:55:00	5342.000	5343.000	5342.000	5342.500	1261	5304	1
2025.12.03	18:00:00	5343.000	5344.500	5342.500	5343.500	1059	4008	1
2025.12.03	18:05:00	5343.000	5343.500	5342.000	5343.000	918	4362	1
2025.12.03	18:10:00	5343.500	5344.000	5342.000	5342.500	1059	5744	1
2025.12.03	18:15:00	5342.000	5343.000	5341.000	5342.000	1292	7156	1
2025.12.03	18:20:00	5342.000	5342.500	5339.000	5341.000	1210	10201	1
2025.12.03	18:25:00	5341.000	5341.500	5339.000	5341.500	794	4801	1
2025.12.04	09:00:00	5336.000	5339.000	5332.500	5337.000	12169	44742	1
2025.12.04	09:05:00	5337.500	5338.000	5333.500	5334.500	6704	23749	1
2025.12.04	09:10:00	5335.000	5335.000	5329.000	5331.500	10527	42579	1
2025.12.04	09:15:00	5331.500	5332.500	5329.500	5331.500	5611	20194	1
2025.12.04	09:20:00	5332.000	5335.000	5331.000	5335.000	5751	20480	1
2025.12.04	09:25:00	5334.500	5338.500	5333.500	5335.500	9141	37960	1
2025.12.04	09:30:00	5335.000	5336.000	5332.500	5335.000	6514	22489	1
2025.12.04	09:35:00	5335.000	5337.000	5333.500	5336.000	3078	11172	1
2025.12.04	09:40:00	5336.500	5339.000	5335.000	5338.500	4164	14847	1
2025.12.04	09:45:00	5338.500	5340.000	5337.000	5338.000	4757	16993	1
2025.12.04	09:50:00	5338.000	5341.500	5336.500	5340.000	9727	37899	1
2025.12.04	09:55:00	5340.000	5341.000	5334.500	5335.000	8351	35639	1
2025.12.04	10:00:00	5335.500	5337.000	5332.000	5336.000	12396	57686	1
2025.12.04	10:05:00	5335.500	5338.000	5335.500	5336.500	4247	17646	1
2025.12.04	10:10:00	5336.500	5337.000	5333.000	5333.000	4697	22359	1
2025.12.04	10:15:00	5333.000	5334.000	5327.000	5327.000	14288	58752	1
2025.12.04	10:20:00	5327.000	5328.000	5320.500	5321.500	16139	71125	1
2025.12.04	10:25:00	5322.000	5324.000	5319.500	5322.500	9499	40986	1
2025.12.04	10:30:00	5322.500	5328.000	5319.500	5323.000	13243	54454	1
2025.12.04	10:35:00	5323.000	5325.500	5321.000	5325.500	7814	36028	1
2025.12.04	10:40:00	5325.500	5326.500	5324.000	5325.000	4613	22205	1
2025.12.04	10:45:00	5325.000	5325.500	5323.000	5323.500	4071	16944	1
2025.12.04	10:50:00	5323.500	5326.000	5323.500	5325.500	2908	16840	1
2025.12.04	10:55:00	5326.000	5326.500	5321.500	5321.500	5563	24134	1
2025.12.04	11:00:00	5321.500	5322.000	5318.500	5321.500	9991	48487	1
2025.12.04	11:05:00	5321.500	5322.500	5320.500	5321.000	3660	14070	1
2025.12.04	11:10:00	5321.000	5324.000	5319.500	5323.000	4984	21068	1
2025.12.04	11:15:00	5323.000	5323.500	5318.500	5319.500	6637	26802	1
2025.12.04	11:20:00	5319.500	5320.500	5319.000	5319.500	2536	11719	1
2025.12.04	11:25:00	5319.500	5324.000	5319.500	5323.000	4583	18978	1
2025.12.04	11:30:00	5323.000	5324.000	5321.500	5323.000	3154	11362	1
2025.12.04	11:35:00	5323.000	5325.500	5322.500	5325.000	4743	14764	1
2025.12.04	11:40:00	5325.500	5326.500	5324.000	5324.000	5467	21288	1
2025.12.04	11:45:00	5324.000	5325.500	5323.500	5324.500	3346	9874	1
2025.12.04	11:50:00	5324.500	5326.500	5321.500	5322.000	4755	22193	1
2025.12.04	11:55:00	5322.000	5326.500	5320.000	5326.000	6299	30645	1
2025.12.04	12:00:00	5326.500	5326.500	5322.500	5324.500	6135	39432	1
2025.12.04	12:05:00	5324.500	5327.500	5323.500	5327.500	5653	26000	1
2025.12.04	12:10:00	5327.000	5327.500	5325.000	5325.500	2682	11666	1
2025.12.04	12:15:00	5325.500	5325.500	5323.000	5324.500	3099	13970	1
2025.12.04	12:20:00	5324.500	5326.000	5324.000	5324.500	1631	6127	1
2025.12.04	12:25:00	5324.500	5326.000	5324.000	5324.000	2283	6565	1
2025.12.04	12:30:00	5324.000	5325.000	5323.500	5324.500	2027	5491	1
2025.12.04	12:35:00	5325.000	5328.000	5324.500	5324.500	4470	19376	1
2025.12.04	12:40:00	5325.000	5325.000	5322.000	5323.500	3982	15692	1
2025.12.04	12:45:00	5323.500	5325.000	5323.000	5323.500	1874	7197	1
2025.12.04	12:50:00	5324.000	5324.000	5322.500	5323.000	1784	7789	1
2025.12.04	12:55:00	5323.500	5325.000	5322.000	5323.000	4304	29152	1
2025.12.04	13:00:00	5323.000	5325.500	5322.500	5323.500	6876	45345	1
2025.12.04	13:05:00	5323.500	5325.000	5323.000	5323.500	3199	18375	1
2025.12.04	13:10:00	5323.500	5325.500	5323.000	5324.500	1486	7413	1
2025.12.04	13:15:00	5324.000	5325.000	5323.000	5324.500	1358	4800	1
2025.12.04	13:20:00	5325.000	5326.500	5323.500	5326.500	2391	13304	1
2025.12.04	13:25:00	5326.500	5331.500	5326.000	5329.500	8133	39005	1
2025.12.04	13:30:00	5329.500	5330.500	5326.000	5327.500	4037	16477	1
2025.12.04	13:35:00	5328.000	5331.500	5327.500	5330.000	4445	23355	1
2025.12.04	13:40:00	5330.500	5333.500	5330.000	5332.000	5004	20020	1
2025.12.04	13:45:00	5332.500	5334.500	5329.000	5330.000	5371	26988	1
2025.12.04	13:50:00	5330.000	5331.500	5329.500	5330.500	2862	16669	1
2025.12.04	13:55:00	5330.500	5333.500	5329.000	5333.000	2383	9528	1
2025.12.04	14:00:00	5333.500	5333.500	5331.500	5332.500	1735	8024	1
2025.12.04	14:05:00	5332.500	5334.000	5332.000	5333.500	1843	7014	1
2025.12.04	14:10:00	5333.000	5334.000	5332.500	5333.000	1166	4528	1
2025.12.04	14:15:00	5333.000	5336.000	5332.000	5335.500	3658	15834	1
2025.12.04	14:20:00	5336.000	5338.500	5335.500	5337.000	5087	24482	1
2025.12.04	14:25:00	5337.500	5338.000	5334.500	5336.500	3834	18660	1
2025.12.04	14:30:00	5336.500	5342.000	5336.000	5341.000	6960	30267	1
2025.12.04	14:35:00	5341.500	5341.500	5338.000	5339.500	4432	20660	1
2025.12.04	14:40:00	5339.500	5342.500	5339.500	5340.500	4404	20921	1
2025.12.04	14:45:00	5340.500	5342.000	5339.500	5340.000	2637	11196	1
2025.12.04	14:50:00	5339.500	5341.000	5337.500	5340.000	3374	16895	1
2025.12.04	14:55:00	5340.500	5341.000	5339.000	5339.500	1404	4571	1
2025.12.04	15:00:00	5339.000	5341.000	5339.000	5341.000	1902	6934	1
2025.12.04	15:05:00	5341.000	5342.500	5340.000	5341.000	2335	11267	1
2025.12.04	15:10:00	5341.000	5342.500	5340.500	5341.500	2686	12481	1
2025.12.04	15:15:00	5341.000	5347.000	5340.000	5344.000	8517	43272	1
2025.12.04	15:20:00	5344.000	5345.500	5344.000	5344.500	2242	10682	1
2025.12.04	15:25:00	5344.000	5346.500	5344.000	5345.000	1849	7364	1
2025.12.04	15:30:00	5345.000	5347.000	5344.000	5345.500	2001	9870	1
2025.12.04	15:35:00	5345.500	5346.000	5342.000	5343.500	3201	15518	1
2025.12.04	15:40:00	5343.500	5344.000	5341.000	5342.500	3967	17155	1
2025.12.04	15:45:00	5343.000	5344.500	5342.000	5344.000	2117	8783	1
2025.12.04	15:50:00	5343.500	5344.000	5341.000	5341.000	3438	17443	1
2025.12.04	15:55:00	5341.500	5342.000	5339.500	5341.500	5207	25663	1
2025.12.04	16:00:00	5341.500	5344.000	5341.500	5343.000	2852	13778	1
2025.12.04	16:05:00	5343.500	5344.000	5342.500	5344.000	1862	7431	1
2025.12.04	16:10:00	5343.500	5345.000	5343.000	5344.000	1508	6688	1
2025.12.04	16:15:00	5344.500	5347.000	5343.500	5344.500	5880	31909	1
2025.12.04	16:20:00	5344.500	5345.000	5342.000	5342.500	4841	29509	1
2025.12.04	16:25:00	5342.000	5342.500	5338.500	5339.500	5371	30545	1
2025.12.04	16:30:00	5339.000	5339.500	5335.500	5335.500	4187	19997	1
2025.12.04	16:35:00	5336.000	5337.500	5335.000	5337.500	2629	11988	1
2025.12.04	16:40:00	5337.500	5340.500	5337.000	5339.500	2924	13572	1
2025.12.04	16:45:00	5339.500	5340.500	5339.000	5340.000	1645	5875	1
2025.12.04	16:50:00	5340.500	5340.500	5339.000	5340.500	1492	5170	1
2025.12.04	16:55:00	5340.000	5340.500	5339.000	5340.500	1505	6375	1
2025.12.04	17:00:00	5340.500	5341.500	5340.000	5341.000	2231	7799	1
2025.12.04	17:05:00	5341.000	5342.000	5340.000	5340.500	1769	6187	1
2025.12.04	17:10:00	5340.500	5341.000	5340.000	5340.500	802	4250	1
2025.12.04	17:15:00	5340.000	5342.500	5340.000	5342.000	2185	9902	1
2025.12.04	17:20:00	5342.000	5343.500	5341.500	5342.500	2644	11201	1
2025.12.04	17:25:00	5343.000	5343.500	5342.500	5342.500	873	3176	1
2025.12.04	17:30:00	5342.500	5342.500	5340.500	5341.000	1412	7887	1
2025.12.04	17:35:00	5341.500	5343.500	5341.000	5343.000	1212	6000	1
2025.12.04	17:40:00	5343.000	5343.000	5342.000	5342.000	773	2542	1
2025.12.04	17:45:00	5342.500	5344.000	5342.000	5343.500	1455	6609	1
2025.12.04	17:50:00	5343.500	5344.500	5342.500	5344.000	1523	5743	1
2025.12.04	17:55:00	5343.500	5344.000	5342.500	5343.000	1706	7490	1
2025.12.04	18:00:00	5343.000	5344.500	5342.500	5343.500	837	3289	1
2025.12.04	18:05:00	5343.500	5344.000	5342.500	5342.500	745	2847	1
2025.12.04	18:10:00	5343.000	5343.500	5340.500	5341.000	1855	11143	1
2025.12.04	18:15:00	5341.000	5342.500	5339.500	5340.500	1790	11425	1
2025.12.04	18:20:00	5341.000	5342.000	5340.000	5341.000	531	2863	1
2025.12.04	18:25:00	5341.000	5341.500	5339.500	5341.000	635	5361	1
