episode,reward,steps,epsilon,nav,reward_ma_10,reward_ma_100,nav_ma_10,nav_ma_100
19,-1.687704733923783,251,0.9287200000000008,0.1849435318160479,-1.6670695040427257,-1.6691113443174057,0.1897088779752829,0.1898288714958601
20,-1.4519404786586976,251,0.9247600000000008,0.2341155508024827,-1.6414634968945958,-1.6582528010344704,0.1949976544080777,0.1920432054611913
21,-1.6529902247184414,251,0.9208000000000008,0.1914764939833955,-1.6498384526574177,-1.6580022021622782,0.1933249820160266,0.1920162192003439
22,-1.5360991825918662,251,0.9168400000000008,0.2152189961340525,-1.6445787926442406,-1.6524611558181688,0.1944277067741794,0.1930708908791488
23,-1.4819044755432844,251,0.9128800000000008,0.2272045705356412,-1.6194451091131377,-1.64504564798013,0.1994770931911752,0.1945549639076919
24,-1.5612208047517766,251,0.9089200000000008,0.2098796926124638,-1.6036642317453638,-1.6415529461789486,0.2025410622618056,0.1951934942703908
25,-1.594255476153288,251,0.9049600000000008,0.2030596549923722,-1.5995957428884182,-1.6396610473779225,0.2033506279925864,0.19550814069927
26,-1.5965168946482946,251,0.9010000000000008,0.2026009709667285,-1.5705595530443153,-1.6380016568883211,0.2084563179050592,0.195780941863403
27,-1.511386826181914,251,0.897040000000001,0.2206038265565563,-1.5592241829857758,-1.6333122187140097,0.2108204230464788,0.1967003079631495
28,-1.6894375813601643,251,0.893080000000001,0.1846233304012894,-1.5763456678531511,-1.6353166959513723,0.207372661880103,0.1962689873359402
29,-1.5908214675208812,251,0.889120000000001,0.2037581622540688,-1.5666573412128608,-1.6337823777296314,0.2092541249239051,0.1965272347469101
30,-1.35704429920059,251,0.8851600000000011,0.2574205116382845,-1.55716772326705,-1.6245577751119966,0.2115846210074853,0.1985570106432893
31,-1.53889163816411,251,0.8812000000000011,0.2146188449867414,-1.5457578646116168,-1.621794351339484,0.2138988561078199,0.1990751343317877
32,-1.2130920642242302,251,0.8772400000000011,0.2972766583336712,-1.5134571527748537,-1.6090224048671329,0.2221046223277817,0.2021439319568466
33,-1.4104528350821803,251,0.8732800000000012,0.2440327515379316,-1.506311988728743,-1.6030051451766794,0.2237874404280107,0.2034132901259704
34,-1.2971633448024995,251,0.8693200000000012,0.2733059692776142,-1.4799062427338152,-1.5940097981068508,0.2301300680945258,0.2054689571598422
35,-1.409091660409759,251,0.8653600000000012,0.2443651489126883,-1.4613898611594622,-1.5887264227440767,0.2342606174865574,0.2065802769242093
36,-1.4103254017513696,251,0.8614000000000013,0.2440638514258265,-1.44277071186977,-1.5837708388276124,0.2384069055324672,0.207621487327032
37,-1.5382478472687753,251,0.8574400000000013,0.2147570591308412,-1.4454568139784558,-1.5825404877044007,0.2378222287898957,0.2078143406190268
38,-1.4435654726538023,251,0.8534800000000013,0.2360845034327101,-1.4208696031078198,-1.5788832504662271,0.2429683460930378,0.2085582922720185
39,-1.5057762307849965,251,0.8495200000000014,0.221845024042882,-1.4123650794342313,-1.5770087115000415,0.2447770322719191,0.2088989777020406
40,-1.6283918444753538,251,0.8455600000000014,0.1962449128428722,-1.4394998339617078,-1.5782932898244244,0.2386594723923779,0.2085826260805614
41,-1.4955009837841895,251,0.8416000000000015,0.224136287952729,-1.4351607685237158,-1.5762739652868578,0.2396112166889766,0.2089619836871997
42,-1.559904385887514,251,0.8376400000000015,0.2101561641352827,-1.469842000690044,-1.575884213396397,0.2308991672691377,0.2089904165550112
43,-1.545860535367814,251,0.8336800000000015,0.2131283877716755,-1.4833827707186074,-1.5751859883259651,0.2278087308925122,0.2090866484437708
44,-1.6689114987988976,251,0.8297200000000016,0.1884520843571165,-1.5205575861182472,-1.5773161135639862,0.2193233424004624,0.208617681078165
45,-1.488107290201134,251,0.8257600000000016,0.2257996245096888,-1.528459149097385,-1.5753336952670338,0.2174667899601624,0.20899950204331
46,-1.4562621389084356,251,0.8218000000000016,0.2331059660452035,-1.5330528228130913,-1.5727451831722818,0.2163710014221001,0.2095235556085685
47,-1.379380830765717,251,0.8178400000000017,0.2517343709936738,-1.5171661211627856,-1.5686310480146952,0.2200687326083834,0.2104216580635708
48,-1.2412941028088282,251,0.8138800000000017,0.2890099672214673,-1.496938984178288,-1.5618115283229066,0.2253612789872591,0.2120589145043603
49,-1.2134457398013694,251,0.8099200000000017,0.2971715374304094,-1.4677059350799253,-1.554702022434712,0.2328939303260118,0.2137959068089736
50,-1.5151549407630132,251,0.8059600000000018,0.219774130238176,-1.4563822447086912,-1.553911080801278,0.2352468520655422,0.2139154712775576
61,-1.421735429056781,251,0.7624,0.24129490314496105,-1.421735429056781,-1.421735429056781,0.24129490314496105,0.24129490314496105
62,-1.6067878683364032,251,0.75844,0.2005307117136747,-1.514261648696592,-1.514261648696592,0.22091280742931788,0.22091280742931788
63,-1.5944624916131218,251,0.75448,0.2030176228553211,-1.5409952630021018,-1.5409952630021018,0.21494774590465227,0.21494774590465227
64,-1.5262199558493106,251,0.7505200000000001,0.217355730660012,-1.5373014362139041,-1.5373014362139041,0.2155497420934922,0.2155497420934922
65,-1.5141978449188527,251,0.7465600000000001,0.21998457583712078,-1.5326807179548938,-1.5326807179548938,0.21643670884221794,0.21643670884221794
66,-1.3676727797696322,251,0.7426000000000001,0.25469901105966064,-1.5051793949240169,-1.5051793949240169,0.22281375921179172,0.22281375921179172
67,-1.5243677678131748,251,0.7386400000000002,0.21775868740455792,-1.5079205910510396,-1.5079205910510396,0.2220916060964726,0.2220916060964726
68,-1.319996795813186,251,0.7346800000000002,0.26713615791863393,-1.4844301166463079,-1.4844301166463079,0.22772217507424275,0.22772217507424275
69,-1.6565514537313994,251,0.7307200000000003,0.19079581508382953,-1.5035547096557624,-1.5035547096557624,0.2236192461864191,0.2236192461864191
70,-1.0802091615711793,251,0.7267600000000003,0.33952450273912044,-1.4612201548473043,-1.4612201548473043,0.23520977184168917,0.23520977184168917
