asset,datetime,timeframe,current_price,ai_signal,ai_signal_code,setup_is_valid,final_signal,stop_loss,take_profit,type,log_timestamp,indicators_json,setup_details_json
WDO$,2025-10-30 09:00 -03,M5,5386.0,VENDA,0,True,VENDA,N/A,N/A,Desconhecido,2025-10-30T20:51:23.641024-03:00,"{'open': '5386.00000', 'high': '5387.00000', 'low': '5383.50000', 'close': '5386.00000', 'volume': '1271.00000', 'ema_9': '5385.95709', 'sma_20': '5384.85000', 'sma_50': '5378.72000', 'sma_200': '5362.02500', 'volatility': '0.00056', 'rsi': '59.32203'}",{'info': 'Nenhuma regra de setup aplicada para VENDA'}
