asset,datetime,timeframe,current_price,ai_signal,ai_signal_code,setup_is_valid,final_signal,stop_loss,take_profit,type,log_timestamp,indicators_json,setup_details_json
WDO$,2025-10-30 09:00 UTC,M5,5407.42,VENDA,0,True,VENDA,5407.96,5405.8,Desconhecido,2025-11-02T00:31:11.673039+00:00,"{'open': '5398.36500', 'high': '5409.43300', 'low': '5398.36500', 'close': '5407.42000', 'volume': '14459.00000', 'ema_9': '5396.98423', 'sma_20': '5396.10150', 'sma_50': '5392.66048', 'sma_200': '5392.28823', 'volatility': '0.00069', 'rsi': '70.17507'}",{'info': 'Nenhuma regra de setup aplicada para VENDA'}
